Título;Ano;Nota IMDb;Gênero;País de Origem;Idioma;;;;;
A Haunted House;2013;5;Found Footage Horror, Parody, Comedy, Fantasy, Horror;United States;English, Spanish;;;;;
Philomena;2013;7,6;Biography, Comedy, Drama;United Kingdom, France, United States;English;;;;;
Dead Man Down;2013;6,4;;;;;;;;
Citizen Koch;2013;6,7;Documentary, Drama;United States;English;;;;;
Water & Power;2013;4,2;Crime, Drama;United States;English;;;;;
Borgman;2013;6,7;Drama, Mystery, Thriller;Netherlands, Belgium, Denmark;Dutch, English;;;;;
Lucky Them;2013;6,1;Comedy, Drama;United States;English;;;;;
The Super Mario Bros. Movie;2023;7;Adventure Epic, Computer Animation, Fantasy Epic, Quest, Adventure, Animation, Comedy, Family, Fantasy;United States, Japan;English;;;;;
No Hard Feelings;2023;6,4;Raunchy Comedy, Romantic Comedy, Teen Comedy, Teen Romance, Comedy, Romance;United States;English;;;;;
Knock at the Cabin;2023;6,1;Psychological Thriller, Horror, Mystery, Thriller;United States, Japan, China;English;;;;;
Dumb Money;2023;6,9;Docudrama, Biography, Comedy, Drama, Financial Drama;United States;English;;;;;
The Oath;2023;3,4;Action, Adventure, Drama, History, Romance;United States;English;;;;;
Poolman;2023;4;Comedy, Mystery;United States;English;;;;;
Sometimes I Think About Dying;2023;6,5;Comedy, Drama, Romance;United States;English;;;;;
Before the Sunset;2023;7;Drama, Fantasy;Japan;Japanese;;;;;
EXmas;2023;5,7;Holiday Comedy, Comedy;United States, Canada;English;;;;;
Orphan;2009;7;Psychological Horror, Slasher Horror, Suspense Mystery, Horror, Mystery, Thriller;Canada, United States, Germany, France;English, American Sign Language, Estonian;;;;;
Dance Flick;2009;3,6;Parody, Action, Comedy, Music;United States;English;;;;;
Splice;2009;5,8;Horror, SciFi;Canada, France, United States;English, French;;;;;
Mademoiselle Chambon;2009;6,9;Drama, Romance;France;French;;;;;
Luck by Chance;2009;7,1;Drama;India;Hindi, English;;;;;
Last Train Home;2009;7,6;Documentary, Drama;Canada, China, United Kingdom;Mandarin;;;;;
Pianomania;2009;7,4;Documentary, Music;Austria, Germany;German, English;;;;;
Around a Small Mountain;2009;6;Comedy, Drama;France, Italy;French;;;;;
Valhalla Rising;2009;6;Period Drama, Adventure, Drama, Fantasy;Denmark, United Kingdom;English;;;;;
Heartless;2009;5,9;Drama, Fantasy, Horror;United Kingdom;English;;;;;
Horsemen;2009;5,5;Crime, Mystery, Thriller;United States;English;;;;;
Timer;2009;6,5;Romantic Comedy, Comedy, Drama, Romance, SciFi;United States;English, Spanish;;;;;
Modern Romance;1981;7;Satire, Comedy, Romance;United States;English;;;;;
Sphinx;1981;5,2;Desert Adventure, Quest, Adventure, Mystery, Thriller;United Kingdom;English;;;;;
Raggedy Man;1981;6,8;Drama;United States;English;;;;;
Fruits of Passion;1981;5,4;Drama;France, Japan;English, Japanese;;;;;
Absurd;1981;5,3;BHorror, Slasher Horror, Horror;Italy;Italian;;;;;
Bloody Birthday;1981;5,7;Slasher Horror, Horror, Thriller;United States;English;;;;;
Linda;1981;4,7;Adventure, Crime, Romance;Spain, West Germany;German, Spanish;;;;;
Yo ho ho;1981;7,8;Adventure, Drama;Bulgaria;Bulgarian;;;;;
The Survivor;1981;5,1;Fantasy, Horror, Mystery, Thriller;Australia, United Kingdom;English;;;;;
Harry's War;1981;6;Comedy, Drama;United States;English;;;;;
The Man Who Saw Tomorrow;1981;6;Biography, Drama, History;United States;English;;;;;
Jaws of Satan;1981;4;Horror;United States;English;;;;;
Sexo Profundo;1981;4,7;Drama, Horror;Brazil;Portuguese;;;;;
Madame Claude 2;1981;4,2;Drama;France;French;;;;;
Earthbound;1981;4,2;Comedy, Family, SciFi;United States;English;;;;;
Mission: Impossible - Rogue Nation;2015;7,4;Action, Adventure, Thriller;United States, China, United Kingdom, Austria, Morocco, Hong Kong;English, Swedish, German, Russian;;;;;
The Boy Next Door;2015;4,7;Thriller;United States;English;;;;;
Dil Dhadakne Do;2015;7;Comedy, Drama, Romance;India;Hindi;;;;;
A Bigger Splash;2015;6,4;Drama, Music, Thriller;Italy, France, United States;English, Italian, French;;;;;
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble;2015;7,7;Documentary, Music;United States, United Kingdom;English, Mandarin, Persian;;;;;
Macbeth;2015;6,6;Epic, Tragedy, Drama, History, War;United Kingdom, France;English;;;;;
Seasons;2015;7,2;Nature Documentary, Documentary, History;France, Germany;French, German;;;;;
A Monster with a Thousand Heads;2015;6,5;Drama, Thriller;Mexico;Spanish;;;;;
In the Heights;2021;7,3;Pop Musical, Drama, Musical, Romance;United States;English, Spanish, Hebrew;;;;;
Pig;2021;6,9;Drama, Mystery;United States, United Kingdom;English, Persian;;;;;
Lamb;2021;6,3;Body Horror, Psychological Horror, Drama, Fantasy, Horror;Iceland, Sweden, Poland, United States;Icelandic;;;;;
Man of God;2021;7;Docudrama, Biography, Drama;Greece;English, Greek;;;;;
My Country, My Parents;2021;6,1;Drama;China;Mandarin;;;;;
Death Rider in the House of Vampires;2021;3,5;Horror, Western;United States;English;;;;;
Young Plato;2021;7,8;Documentary;Ireland, Belgium, France;English;;;;;
The Grandmother;2021;5,9;Horror;Spain, France, Belgium;Spanish, French;;;;;
Once Upon a Time in the West;1968;8,5;Desert Adventure, Spaghetti Western, Western Epic, Drama, Western;Italy, United States;Italian, English, Spanish;;;;;
The Valley of the Bees;1968;7,7;Drama, History;Czechoslovakia;Czech;;;;;
Gungala, the Black Panther Girl;1968;5,1;Adventure;Italy;Italian;;;;;
Sebastian;1968;6,1;Drama, Romance, Thriller;United Kingdom;English;;;;;
Neel Kamal;1968;6,8;Drama, Fantasy, Musical, Romance;India;Hindi;;;;;
Behind Locked Doors;1968;4,3;Horror;United States;English;;;;;
Beware the Black Widow;1968;4,8;Crime, Horror;United States;English;;;;;
Warcraft;2016;6,7;Dark Fantasy, Fantasy Epic, Action, Adventure, Fantasy;China, United States, Canada, Japan;English;;;;;
Don't Think Twice;2016;6,7;Comedy, Drama;United States;English;;;;;
Sleight;2016;5,9;Crime, Drama, SciFi;United States;English;;;;;
Norman;2016;6,1;Political Drama, Political Thriller, Drama, Thriller;Israel, United States;English, Hebrew;;;;;
The Eagle Huntress;2016;7,5;Mountain Adventure, Adventure, Documentary, Sport;United Kingdom, Mongolia, United States;Kazakh, English;;;;;
Kapoor & Sons;2016;7,7;Comedy, Crime, Drama, Family, Romance;India;Hindi;;;;;
Find a Boyfriend for My Wife... PLEASE!;2016;5,7;Comedy, Romance;Mexico;Spanish;;;;;
Until Forever;2016;6,2;Drama, Romance;United States;English;;;;;
The Tenth Man;2016;5,8;Comedy, Drama, Romance;Argentina;Spanish, Hebrew, Yiddish;;;;;
The Son of Joseph;2016;6,5;Drama;France, Belgium;French;;;;;
Jimmy Neutron: Boy Genius;2001;6,1;Alien Invasion, Computer Animation, Slapstick, Space SciFi, Action, Adventure, Animation, Comedy, Family, SciFi;United States, Australia;English;;;;;
Training Day;2001;7,8;Cop Drama, Drug Crime, Gangster, Police Procedural, Tragedy, Crime, Drama, Thriller;United States;English, Russian, Spanish, Korean, Greek;;;;;
A Knight's Tale;2001;7;FeelGood Romance, Action, Adventure, Romance;United States;English, French, Latin;;;;;
Joe Dirt;2001;6;Quest, Road Trip, Adventure, Comedy, Drama;United States;English;;;;;
Tomcats;2001;5,3;Comedy;United States;English;;;;;
Head Over Heels;2001;5,4;Comedy, Mystery, Romance;United States;English, Russian;;;;;
Read My Lips;2001;7,3;Dark Romance, Psychological Thriller, Crime, Drama, Romance, Thriller;France;French;;;;;
Cowboy Bebop: The Movie;2001;7,8;Adult Animation, Anime, Action, Animation, Crime, Drama, SciFi;Japan, United States;Japanese, English;;;;;
Revolution OS;2001;7,2;Comedy, Documentary;United States;English, Swedish;;;;;
The Order;2001;4,6;Action, Adventure, Comedy;United States, Aruba;English, Syriac, Assyrian NeoAramaic, Arabic, Aramaic, French, Hebrew, Russian;;;;;
Ripper;2001;4,6;Slasher Horror, Supernatural Horror, Teen Horror, Horror, Thriller;Canada, United Kingdom;English;;;;;
One Piece: Clockwork Island Adventure;2001;6,6;Adventure, Animation, Comedy, Fantasy;Japan;Japanese;;;;;
Year of the Dragon;1985;6,8;Action, Crime, Drama, Thriller;United States;English, Mandarin, Cantonese, Vietnamese, Polish;;;;;
Sweet Dreams;1985;7;Biography, Drama, Music;United States;English;;;;;
Crimewave;1985;5,5;Dark Comedy, Parody, Slapstick, Comedy, Crime, Horror;United States;English;;;;;
The Peanut Butter Solution;1985;5,9;Adventure, Comedy, Family, Fantasy, Horror;Canada;French, English;;;;;
The Coca-Cola Kid;1985;5,9;Satire, Comedy, Drama;Australia;English;;;;;
Typhoon Club;1985;7;Teen Romance, Drama, Romance;Japan;Japanese;;;;;
Savage Island;1985;3,3;Action, Crime, Drama, Thriller;Italy, United States;English, Italian;;;;;
Basic Training;1985;4,1;Comedy;United States;English;;;;;
The Ladies Club;1985;5,4;Crime, Drama, Horror, Thriller;United States;English;;;;;
Teri Meherbaniyan;1985;5,5;Action, Crime, Drama, Family;India;Hindi;;;;;
Arzu;1985;4,3;Drama, Thriller;Turkey;Turkish;;;;;
Sari Bela;1985;6,2;Drama;Turkey;Turkish;;;;;
Mulholland Falls;1996;6,3;Crime, Drama, Mystery, Thriller;United States;English;;;;;
Basquiat;1996;6,9;Biography, Drama;United States;English, Spanish;;;;;
Kansas City;1996;6,3;Political Drama, Tragedy, True Crime, Crime, Drama, Music, Thriller;France, United States;English;;;;;
The Funeral;1996;6,6;Crime, Drama;United States;English, Italian;;;;;
Thieves;1996;6,7;Crime, Drama, Romance;France;French;;;;;
X;1996;6,1;Adult Animation, Anime, Shjo, Action, Animation, Fantasy, Horror, Thriller;Japan;Japanese;;;;;
Mad Dog Time;1996;5,4;Dark Comedy, Farce, Gangster, Comedy, Crime, Drama;United States;English;;;;;
American Strays;1996;5,2;Dark Comedy, Satire, Action, Comedy;United States;English;;;;;
Dinosaur Valley Girls;1996;3,2;Action, Adventure, Comedy, SciFi;United States;English;;;;;
One Man's Justice;1996;5,3;Action, Thriller;United States;English;;;;;
The Big Feast;1973;7,1;Dark Comedy, Satire, Comedy, Drama;France, Italy;French, Italian, Spanish;;;;;
Cannibal Girls;1973;4,6;Parody, Slasher Horror, Comedy, Horror;Canada;English;;;;;
Ludwig;1973;7,5;Period Drama, Biography, Drama, History;Italy, France, West Germany, Monaco;Italian, German, French;;;;;
The Don Is Dead;1973;6,2;Action, Crime, Drama, Romance, Thriller;United States;English, Italian;;;;;
Love and Pain and the Whole Damn Thing;1973;6,6;Comedy, Drama, Romance;United States;English, Spanish;;;;;
Butterflies;1973;7,3;Drama;Poland;Polish;;;;;
Terrifying Girls' High School: Animal Courage;1973;6,3;Crime;Japan;Japanese;;;;;
Hotel Monterey;1973;6,2;Documentary;Belgium, United States;;;;;;
Marriage Italian Style;1964;7,4;Comedy, Drama, Romance;Italy, France;Italian;;;;;
East of Sudan;1964;5;Adventure, Drama, Romance;United Kingdom;English, Swahili, Arabic;;;;;
Lemonade Joe;1964;7,4;Parody, Slapstick, Adventure, Comedy, Musical, Romance, Western;Czechoslovakia;Czech;;;;;
I'd Rather Be Rich;1964;6,8;Comedy, Musical, Romance;United States;English;;;;;
Day-Dream;1964;6,1;Dark Fantasy, Drama, Fantasy, Horror;Japan;Japanese;;;;;
Hell of Borneo;1964;4,3;Adventure;United States;English;;;;;
Sands of the Kalahari;1965;6,7;Adventure, Crime, Drama;United Kingdom, United States;English, Aboriginal;;;;;
Once a Thief;1965;6,5;Crime, Drama, Thriller;France, United States;English, Italian, Cantonese;;;;;
Harum Scarum;1965;4,6;Comedy, Crime, Musical;United States;English;;;;;
My Way Home;1965;7,4;Drama, War;Hungary;Hungarian, Russian, German, Latin;;;;;
Masquerade;1965;5,5;Adventure, Comedy, Crime;United Kingdom;English;;;;;
90 Degrees in the Shade;1965;6,8;Crime, Drama, Thriller;Czechoslovakia, United Kingdom;English;;;;;
Nattmara;1965;5,9;Horror, Thriller;Sweden;Swedish;;;;;
Fluffy;1965;5,9;Comedy;United States;English;;;;;
McHale's Navy Joins the Air Force;1965;5,8;Comedy, War;United States;English;;;;;
Croesus' Treasure;1965;6,2;Comedy, Drama, Romance;Iran;Persian;;;;;
Kitchen;1965;6,6;Drama;United States;English;;;;;
Tales from the Crypt;1972;6,8;Drama, Horror, Mystery, Thriller;United Kingdom;English;;;;;
Amuck!;1972;6,2;Psychological Thriller, Crime, Horror, Mystery, Romance, Thriller;Italy;English;;;;;
Chato's Land;1972;6,6;Drama, Western;United Kingdom;English, Spanish;;;;;
Endless Night;1972;6;Crime, Drama, Mystery, Romance;United Kingdom;English;;;;;
The Magnificent Seven Ride!;1972;5,6;Action, Drama, Western;United States;English, Spanish;;;;;
New Mischief by Emil;1972;7,3;Comedy, Drama, Family;Sweden, West Germany;Swedish, German;;;;;
The Harder They Come;1972;6,9;Drug Crime, Crime, Drama, Music;Jamaica;English;;;;;
The Erotic Adventures of Zorro;1972;4,3;Parody, Action, Adventure, Comedy, Western;France, West Germany, United States;English;;;;;
Blutjunge Verführerinnen 3. Teil;1972;4;Comedy;Switzerland, West Germany;German;;;;;
Sex and the Other Woman;1972;5;Comedy, Romance;United Kingdom;English;;;;;
Lonely Wives;1972;4,5;Raunchy Comedy, Comedy;West Germany;German;;;;;
Tales of Erotica;1972;4,4;Comedy;Italy;Italian;;;;;
Deathmaster;1972;5,2;Horror;United States;English;;;;;
Marley & Me;2008;7;Animal Adventure, Drama, Family;United States;English;;;;;
The Mummy: Tomb of the Dragon Emperor;2008;5,2;Martial Arts, Action, Adventure, Fantasy, Horror;United States, Germany, China, Canada, United Kingdom, Hong Kong;English, Mandarin, Sanskrit;;;;;
Hellboy II: The Golden Army;2008;7;Steampunk, Superhero, Action, Adventure, Fantasy, Horror, SciFi;United States, Germany, Hungary;English, Gaelic, German;;;;;
Saw V;2008;5,8;Splatter Horror, Horror, Thriller;United States, Canada;English;;;;;
College Road Trip;2008;4,3;Buddy Comedy, Road Trip, Satire, Slapstick, Adventure, Comedy, Drama, Family;United States;English;;;;;
Transporter 3;2008;6,1;Action, Thriller;France, United States, United Kingdom, Ukraine;English, French, Ukrainian, Russian, Hungarian;;;;;
Baghead;2008;6;Comedy, Drama, Horror, Romance;United States;English;;;;;
Pathology;2008;5,9;Dark Comedy, Psychological Horror, Crime, Horror, Thriller;United States;English;;;;;
Teza;2008;7,1;Drama;Ethiopia, Germany, France;Amharic, English, German;;;;;
Bonnie & Clyde vs. Dracula;2008;4,4;Action, Crime, Horror;United States;English;;;;;
The Understudy;2008;5,1;Comedy, Drama;United States;English;;;;;
Leonera;2008;7;Crime, Drama;Argentina, South Korea, Brazil, Spain;Spanish, French;;;;;
Fashion Victim;2008;3,1;Thriller;United States;English;;;;;
Keith;2008;7,3;Teen Romance, Drama, Romance;United States;English;;;;;
Terminator 3: Rise of the Machines;2003;6,3;Dystopian SciFi, Time Travel, Action, SciFi;United States, Germany, United Kingdom;English;;;;;
Holes;2003;7;Desert Adventure, Satire, Teen Adventure, Teen Drama, Adventure, Comedy, Drama, Family, Mystery;United States;English;;;;;
Mona Lisa Smile;2003;6,6;Drama;United States;English, Italian;;;;;
Schultze Gets the Blues;2003;7;Comedy, Drama, Music;Germany;German, English, French;;;;;
Foolproof;2003;6,4;Caper, Dark Comedy, Action, Comedy, Crime, Thriller;Canada;English;;;;;
Bukowski: Born into This;2003;7,8;Biography, Documentary;United States;English;;;;;
Where's the Party Yaar?;2003;5;Comedy;United States;Hindi, English;;;;;
Air Bud;1997;5,3;Animal Adventure, Basketball, HighConcept Comedy, Slapstick, Comedy, Drama, Family, Sport;Canada, United States;English;;;;;
That Old Feeling;1997;6,1;Screwball Comedy, Comedy, Romance;United States;English;;;;;
The Butcher Boy;1997;7,1;Dark Comedy, Satire, Comedy, Drama;Ireland;English;;;;;
The House of Yes;1997;6,5;Dark Comedy, Comedy, Drama, Thriller;United States;English;;;;;
Bent;1997;7,1;Drama, History, Romance, War;United Kingdom, Japan;English;;;;;
Welcome to Sarajevo;1997;6,7;Drama, War;United Kingdom, United States;English, Serbian, Bosnian;;;;;
Chairman of the Board;1997;2,3;Comedy;United States;English;;;;;
Hugo Pool;1997;5;Satire, Comedy, Romance;United States;English;;;;;
Cure;1997;7,5;Psychological Horror, Psychological Thriller, Serial Killer, Slasher Horror, Crime, Horror, Mystery, Thriller;Japan;Japanese, Spanish;;;;;
Preaching to the Perverted;1997;5,8;Comedy, Drama;United Kingdom;English;;;;;
The Necro Files;1997;4;Action, Comedy, Horror, Mystery;United States;English;;;;;
The World of Suzie Wong;1960;6,9;Drama, Romance;United Kingdom, United States;English, Cantonese;;;;;
High Time;1960;6;Comedy, Musical;United States;English;;;;;
The Good Soldier Schweik;1960;6,8;Satire, Comedy, Drama, War;West Germany;German;;;;;
The Adventures of Buratino;1960;7,2;Adventure, Animation, Family, Fantasy;Soviet Union;Russian;;;;;
Bombai Ka Babu;1960;7,6;Drama, Musical, Romance;India;Hindi;;;;;
The 3rd Voice;1960;6,7;Crime, Drama, Thriller;United States;English, Spanish;;;;;
Dead Lucky;1960;5,7;Crime, Drama;United Kingdom;English;;;;;
Yo no me caso compadre;1960;6,5;Comedy, Drama, Western;Mexico;Spanish;;;;;
Superman;1960;4,6;Superhero, Action, Adventure;India;Hindi;;;;;
Born Yesterday;1993;5,2;Satire, Comedy, Romance;United States;English;;;;;
Six Degrees of Separation;1993;6,8;Satire, Comedy, Drama, Mystery;United States;English, Italian;;;;;
King of the Hill;1993;7,3;Drama, History;United States;English;;;;;
Joshua Tree;1993;5,7;Gun Fu, OnePerson Army Action, Action, Adventure, Crime, Drama, Mystery, Thriller;United States;English;;;;;
Godzilla vs. Mechagodzilla II;1993;6,5;Dinosaur Adventure, Disaster, Kaiju, Urban Adventure, Action, Adventure, Drama, SciFi;Japan;Japanese, English, Russian;;;;;
Wild Cactus;1993;4,6;Erotic Thriller, Drama, Thriller;United States;English;;;;;
Night Eyes Three;1993;4,1;Erotic Thriller, Drama, Thriller;United States;English;;;;;
Insidious: The Last Key;2018;5,7;Supernatural Horror, Horror, Mystery, Thriller;United States, Canada;English;;;;;
Shoplifters;2018;7,9;Caper, Psychological Drama, Crime, Drama, Thriller;Japan;Japanese;;;;;
Baaghi 2;2018;4,8;OnePerson Army Action, Action, Drama, Thriller;India;Hindi;;;;;
McQueen;2018;7,7;Biography, Documentary;United Kingdom;English, French;;;;;
The Wedding Guest;2018;5,8;Action, Thriller;United States, United Kingdom;English;;;;;
Batti Gul Meter Chalu;2018;5,9;Drama;India;Hindi;;;;;
Jay Myself;2018;7,1;Biography, Documentary;United States;English;;;;;
Becoming Astrid;2018;7,1;Biography, Drama, History;Sweden, Denmark;Swedish, Danish;;;;;
Be Natural: The Untold Story of Alice Guy-Blaché;2018;7,7;Biography, Documentary, History;United States;English, French;;;;;
Happy Phirr Bhag Jayegi;2018;4,5;Comedy;India;Hindi;;;;;
Golden Slumber;2018;5,9;Action, Thriller;South Korea;Korean;;;;;
A Simple Wedding;2018;5,4;Comedy, Romance;United States;English;;;;;
Bread and Tulips;2000;7,3;Comedy, Romance;Italy, Switzerland;Italian;;;;;
How to Kill Your Neighbor's Dog;2000;6,8;Comedy, Drama;Germany, United States;English;;;;;
Signs & Wonders;2000;5,8;Drama;France, Greece;English, Greek;;;;;
